,steps,loss_policy,loss_value
0,18,0.6752025344792534,0.9968051244230831
1,34,0.7090387380484379,0.9741162603551691
2,35,0.662236469633439,0.9649213622598087
3,40,0.6842481104227213,0.9486750532419254
4,45,0.6548708758570931,0.9364652173085646
5,11,0.6412079513072968,1.0689748167991637
6,20,0.6229027917510584,0.9776743964145058
7,13,0.5915588289499283,0.9867212722698847
8,10,0.4636304411623213,1.091047293610043
9,27,0.6400985431212646,0.9219725200763116
10,16,0.6867128908634186,0.9021456241607666
11,10,0.49055766728189254,0.9482194516393874
12,12,0.4613725637847727,0.9463744922117754
13,10,0.3963124139441384,0.9259322351879544
14,11,0.5207651108503342,0.8768797814846039
15,14,0.4978408503990907,0.8571386291430547
16,9,0.3620772659778595,0.8288723304867744
17,11,0.5942692354321479,0.8238852381706238
18,10,0.3427292737695906,0.7706894278526306
19,9,0.3330085687339306,0.738573782145977
20,8,0.2117367684841156,0.6771901420184544
21,12,0.3498224670236761,0.7252137335863981
22,12,0.4547109299085357,0.6915509863333269
23,12,0.5524652728980238,0.7253259393301877
24,12,0.48753522336483,0.6448382383043115
25,16,0.6630102157592773,0.7474927226702373
26,10,0.42973961929480237,0.6377357807424333
27,17,0.6096405079588294,0.7162157576531172
28,17,0.597726596519351,0.7109760269522667
29,9,0.32370333559811115,0.48590268194675446
30,11,0.5911475896835328,0.7868016391992569
31,12,0.46792506087910046,0.5339487547224219
32,18,0.6120364595861996,0.8150712681167266
33,12,0.46739777245304803,0.7425047335299578
34,11,0.45370705276727674,0.6534405902028084
35,12,0.45392139662395825,0.7347494526342913
36,13,0.5202890311678251,0.7990206107497215
37,24,0.6243120101482972,0.8311841721120088
38,31,0.600286037226518,0.8619765241940817
39,17,0.47825862281024456,0.740132880397141
40,41,0.6479155331850052,0.9816639371216297
41,20,0.5500547995692805,1.2136719140567278
42,14,0.5327646457231962,1.2829625193889325
43,14,0.5570724973311791,1.2066118373320653
44,13,0.599717766046524,1.1748384137948353
45,20,0.6270730997386732,0.9511201538537678
46,17,0.5931351352483034,0.9568702057003975
47,21,0.5979944542050362,0.8648525983095169
48,10,0.47514281007978654,0.9232578012678359
49,12,0.44125013188882306,0.9076615463603627
50,10,0.3481231994099087,0.8471393121613396
51,14,0.5107811036018225,0.7756485709777245
52,9,0.13402265403419733,0.6916816234588623
53,11,0.4915983982384205,0.6869981050491333
54,16,0.6211624686916669,0.6708686212698619
55,12,0.3175521492958069,0.5218046063726599
56,15,0.6189425348171166,0.6566274336406163
57,12,0.5754924077879299,0.6242297806523063
58,17,0.5388464373536408,0.581557022407651
59,16,0.6132856984933217,0.8275888502597809
60,12,0.3835940970615907,0.4935097911141135
61,15,0.5654231373752866,0.598773544388158
62,18,0.587086516268113,0.8673871177084306
63,21,0.7812672615051269,0.954231720417738
64,8,0.2677223746265684,0.3718056231737137
65,25,0.6264571448167165,0.8816292689492305
66,16,0.5631942411263784,1.020726577192545
67,25,0.8255324711402258,1.1067587311069171
68,14,0.6688599907434903,1.146934748842166
69,14,0.5494339764118195,1.0848289682314947
70,11,0.5261049389839172,1.221281711757183
71,23,0.5372792319817976,0.9169014671986754
72,19,0.5621378637022443,0.8859839025470946
73,22,0.4642083091395242,0.9559675809882936
74,18,0.5500479393145618,0.870309813934214
75,14,0.6471003133517045,0.9060774514308343
76,16,0.5519552528858185,0.848660929997762
77,24,0.5677648005278214,0.8022096157073975
78,26,0.5597017085552216,0.7926970422267914
79,17,0.530293783172965,0.784310070797801
80,17,0.5177526399493217,0.7779809422791004
81,15,0.5151854051010949,0.7790534730468478
82,16,0.5507217566172282,0.7492194056510926
83,19,0.5317051791482501,0.7614793959591124
84,20,0.5007183928238718,0.7353497053447523
85,12,0.4753292582251809,0.743681482293389
86,25,0.5233135173718134,0.7525184837480386
87,13,0.49600813041130704,0.6741388837496439
88,24,0.5137181644854338,0.7356597444285518
89,14,0.45576084118623,0.7306088438400855
90,20,0.48442881515151576,0.7401626502212725
91,55,0.5453988746912392,0.7656197768670542
92,11,0.47106386721134186,0.535633185505867
93,14,0.48350327290021455,0.6524211901884812
94,13,0.4561367059747378,0.5990751211841902
95,11,0.3980168834328651,0.6579675674438477
96,26,0.5322560966014862,0.79468745470047
97,25,0.5507781617343426,0.7840625233948231
98,59,0.5175354246949327,0.7513659200791655
99,21,0.4683397300541401,0.7193440489470959
100,18,0.4420393985860488,0.6825754773967406
101,35,0.505259769366068,0.727441685164676
102,16,0.43428318699200946,0.6756408413251241
103,19,0.5739768859412935,0.746316447854042
104,66,0.5638671980454372,0.7700386294951805
105,25,0.4603191278874874,0.6969250986973444
106,23,0.44148669053207745,0.6685818501494147
107,17,0.4482411751523614,0.6341362670063972
108,39,0.48065383849959625,0.7149479887203166
109,29,0.5381909374679837,0.6679665233407702
110,37,0.5835214857425954,0.6912722924931182
111,14,0.3791450342306724,0.5649245335505559
112,19,0.5628858713640107,0.620252656026019
113,27,0.5570838353954829,0.7484303555236413
114,16,0.34804512858390807,0.6732007205486298
115,47,0.5569092547116072,0.7637952268123627
116,12,0.5630827871235934,0.8491887341846119
117,40,0.5463455839034839,0.7454630898741575
118,18,0.5757736668867224,0.8131132125854492
119,11,0.47068503499031067,0.8275778889656067
120,14,0.4958441830598391,0.7715044869826391
121,22,0.5522248312121346,0.6785992000784192
122,18,0.5241062369416741,0.6970055524040671
123,14,0.45195346497572386,0.4845186351583554
124,22,0.574456660343068,0.7339873282859722
125,13,0.41482823466261226,0.9523815948875077
126,16,0.4356936879029187,0.8292349826933181
127,18,0.3727593224714784,1.25495034565906
128,23,0.5964692922478373,0.9739939746002413
129,25,0.45711473872264224,0.8178152041509748
130,19,0.43383300801118213,0.7485416738523377
131,11,0.460136155039072,0.805394297838211
132,16,0.43504785696665443,0.6938503007094066
133,13,0.4018044372399648,0.6661655480662981
134,9,0.29105076380074024,0.6129421629011631
135,11,0.30419991686940195,0.5604471772909164
136,14,0.293971707041447,0.4934140323446347
137,11,0.3850266447290778,0.42364701107144354
138,13,0.4634507882098357,0.358433106681332
139,10,0.41766506164438194,0.35474324689453673
140,10,0.14817785833858782,0.22004039139655004
141,13,0.6548441500635818,0.6493397455063435
142,11,0.6124310159590095,0.5966247872580425
143,14,0.6708117937490058,0.8724487706494983
144,13,0.6072764483784946,0.9654378255848618
145,12,0.5652011083438993,1.0736301069317216
146,13,0.13984822062775493,0.8042041007429361
147,18,0.5969224653261549,1.2142297657316221
148,30,0.6567054968407571,1.2015543659624106
149,21,0.41475115800276396,1.1188850868609734
150,97,0.40062120210253244,1.0807188067606244
151,21,0.5411303922533989,0.7835020422935486
152,25,0.1758375740610063,1.192339623744677
153,48,0.2896810781131399,1.0393934541956542
154,48,0.39517613750030384,1.0067500215224388
155,40,0.5235096617386892,0.788529979208341
156,14,0.4788306745199057,0.823326078745035
157,25,0.2660873738738398,1.0141431275502935
158,52,0.41824579836946785,0.8834991588507775
159,71,0.3549176015595939,0.9244357743388328
160,24,0.47440999487172003,0.8028180884278339
161,72,0.41834804699034756,0.8858021450635623
162,36,0.4195000049258981,0.8495653477430876
163,12,0.4556933803991838,0.7378006712956862
164,11,0.43516097515821456,0.6344535797834396
165,13,0.6088157035410404,0.7918006715675195
166,9,0.29695803113281727,0.38727610372006893
167,18,0.5079840811736444,0.9857181306270992
168,31,0.4249197281897068,0.9247149231533209
169,35,0.3538278547279975,0.9703174451475635
170,65,0.42065294412896037,0.8068547070433851
171,23,0.3213620846244422,0.6813326318832961
172,34,0.3737748364607493,0.7078140216569105
173,50,0.3598569201267495,0.7948075336385139
174,37,0.3492066545618905,0.6853014278329081
175,60,0.3726579804541701,0.778658468007915
176,18,0.30622582225238576,0.6089700662037906
177,29,0.3626487446682794,0.6836244156584144
178,25,0.29228285637994605,0.9840646835509688
179,32,0.3612777211012379,0.9463062327234976
180,26,0.332804956138134,0.6381923895329237
181,21,0.22698266953229904,0.6912094686180353
182,18,0.3431953191757202,0.8790253203581361
183,24,0.42747708086086356,0.9823137716106747
184,122,0.37715354321663047,0.8013015846021412
185,56,0.3576011705127629,0.6711695781824264
186,98,0.3521176503644776,0.779704463792984
187,34,0.3624133569273082,0.63248969930591
188,32,0.29132974532342726,0.6418688507570375
189,35,0.3241565543062547,0.59688811869744
190,48,0.341248149250416,0.574673657483877
191,35,0.40931128798162236,0.830061061472139
192,73,0.3777947275278469,0.7478602726219429
193,51,0.41630269438028333,0.7657768132537603
194,40,0.3693835222377227,0.8329286221086454
195,23,0.2990043999796564,0.9500188113994558
196,27,0.31500420439988375,0.8017424476285948
197,108,0.3982222693728579,0.6820447910560739
198,60,0.27370821383300287,1.0326188546207697
199,121,0.3727017497954269,0.7647808658735206
200,59,0.34655024833848763,1.080680243545242
201,48,0.3221436569348295,0.5639228444122908
202,19,0.29495807074838215,0.4095086115929816
203,23,0.32946468076922675,0.43732756918126886
204,34,0.32703313276623236,0.47781957606926106
205,18,0.2517559659831664,0.4589908613878138
