,action,cos,sin,omega,reward
0,,-0.9962035417556763,-0.087054543197155,-0.5984318256378174,
1,-2.0,-0.9992403984069824,-0.03896886855363846,-0.9637227058410645,-9.369340896606445
2,-2.0,-0.9996705651283264,0.02566591091454029,-1.2929493188858032,-9.723089218139648
3,-2.0,-0.9945600628852844,0.10416442900896072,-1.573699951171875,-9.88015365600586
4,-2.0,-0.9812153577804565,0.19291545450687408,-1.795576572418213,-9.476473808288574
5,-2.0,-0.9577629566192627,0.2875588536262512,-1.950890064239502,-9.013930320739746
6,-2.0,-0.9235964417457581,0.38336610794067383,-2.0352208614349365,-8.50661563873291
7,-2.0,-0.8795775175094604,0.47575563192367554,-2.047696352005005,-7.9705657958984375
8,-2.0,-0.8279427886009216,0.5608125329017639,-1.9908795356750488,-7.423403739929199
9,-2.0,-0.7719581723213196,0.6356732845306396,-1.8702701330184937,-6.8836259841918945
10,-2.0,-0.7154305577278137,0.6986838579177856,-1.6935151815414429,-6.369588375091553
11,-2.0,-0.6622105836868286,0.7493177652359009,-1.469502329826355,-5.898396015167236
12,-2.0,-0.6157909035682678,0.7879096269607544,-1.2075139284133911,-5.484955787658691
13,-2.0,-0.5790477991104126,0.8152936100959778,-0.9165817499160767,-5.14139461517334
14,-2.0,-0.554119348526001,0.8324372172355652,-0.6051115393638611,-4.876916885375977
15,-2.0,-0.5423784255981445,0.84013432264328,-0.28078362345695496,-4.698016166687012
16,-2.0,-0.5444483757019043,0.8387943506240845,0.049317121505737305,-4.608885288238525
17,-2.0,-0.5602205395698547,0.8283435106277466,0.3784128725528717,-4.6118245124816895
18,-2.0,-0.588850200176239,0.8082422018051147,0.6996704936027527,-4.707486152648926
19,-2.0,-0.6287371516227722,0.7776179313659668,1.0058521032333374,-4.8948540687561035
20,-2.0,-0.6775169372558594,0.7355071306228638,1.2890655994415283,-5.170934677124023
21,-2.0,-0.7321112751960754,0.6811850666999817,1.5406959056854248,-5.530217170715332
22,-2.0,-0.7888867855072021,0.6145385503768921,1.751584768295288,-5.964055061340332
23,-2.0,-0.8439581394195557,0.5364090800285339,1.912488579750061,-6.460172176361084
24,-2.0,-0.8936256766319275,0.4488130807876587,2.0147955417633057,-7.002530097961426
25,-2.0,-0.9348832368850708,0.3549554646015167,2.051405191421509,-7.571750640869141
26,-2.0,-0.9658777117729187,0.2589986324310303,2.0176217555999756,-8.146145820617676
27,-2.0,-0.9861887693405151,0.16562505066394806,1.9118708372116089,-8.703218460083008
28,-2.0,-0.9968345761299133,0.07950331270694733,1.7360895872116089,-9.221344947814941
29,-2.0,-0.9999884963035583,0.004801433067768812,1.4957170486450195,-9.68127727508545
30,-2.0,-0.9984788298606873,-0.05513647943735123,1.1993181705474854,-10.06717586517334
31,-2.0,-0.9951956868171692,-0.09790565073490143,0.8579657673835754,-9.67387580871582
32,-2.0,-0.992531955242157,-0.12198499590158463,0.4845365583896637,-9.34068489074707
33,-2.0,-0.9919536709785461,-0.12660130858421326,0.09304779767990112,-9.143669128417969
34,-2.0,-0.9937516450881958,-0.11161375045776367,-0.3019031882286072,-9.092984199523926
35,-2.0,-0.9969932436943054,-0.07748837023973465,-0.6856135129928589,-9.192474365234375
36,-2.0,-0.9996779561042786,-0.02537691406905651,-1.0437297821044922,-9.439265251159668
37,-2.0,-0.9990860223770142,0.04274545609951019,-1.362762451171875,-9.823720932006836
38,-2.0,-0.9922854900360107,0.12397386878728867,-1.630703330039978,-9.792485237121582
39,-2.0,-0.9767240285873413,0.21449992060661316,-1.8377230167388916,-9.37401294708252
40,-2.0,-0.9507895112037659,0.30983757972717285,-1.9768480062484741,-8.899763107299805
41,-2.0,-0.9142085909843445,0.40524399280548096,-2.0444698333740234,-8.384293556213379
42,-2.0,-0.8681803941726685,0.49624869227409363,-2.040536880493164,-7.844051837921143
43,-2.0,-0.815218448638916,0.5791535973548889,-1.9683502912521362,-7.296941757202148
