0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.0,0.0,-31.10861369121283,-32.34167371186008,-34.17063325152054,-35.13155882033827,-34.696368848765125,-34.33935384320524,-33.88835073999176,-32.898876973289454,-32.73822553372699,-31.381624588018774,-30.51151366271518,-26.637977357578073,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-16.082853787090237,-31.00001884092203,-32.77068666443116,-35.44533471253305,-36.389068979285994,-36.531628612653684,-36.26209798911933,-36.70196218514951,-37.207172113103525,-37.24280982624059,-33.18255769347197,-30.72739363821929,-29.76610587350099,-29.024640491620488,0.0,0.0,0.0,0.0,0.0
0.0,-32.452990951051824,-30.603016003384116,-35.608861184877696,-36.770821410902876,-36.991944846521655,-39.95516325474969,-41.24921908135992,-43.05942035510089,-44.032694281886535,-43.85609534288834,-42.53199677388634,-37.9143524323256,-29.8276241019113,-29.210724856073156,-24.230076566261168,0.0,0.0,0.0,0.0
-9.696679199706312,-32.93618722727256,-33.19877715822786,-36.999828633059714,-38.28682880295639,-40.99420704191477,-43.44659855657012,-47.042216856950674,-48.22976049238645,-43.75343238635394,-42.450716141566716,-41.43035830773188,-40.498309144767184,-40.26814094822793,-27.37007057938036,-25.93212973467871,-22.98012382624086,0.0,0.0,0.0
-21.17050869210452,-32.81891681391277,-36.02396607455251,-38.298736006484,-40.698621867532424,-42.24357182133065,-48.32948823332542,-49.83071256494846,-53.67193541429386,-51.75882923350861,-47.41500467105544,-40.79662409423945,-39.88083989906864,-38.99259778849723,-35.782575615651886,-25.38282860917754,-24.97424671158081,-23.34486241009562,0.0,0.0
-25.823249569830207,-34.248218585460656,-36.247609810480085,-37.73967211840571,-41.79173160168902,-47.90391092624386,-52.43064630614447,-55.22544448416614,-60.37843920244347,-59.61041587126783,-58.9977673199204,-54.64854293110616,-50.60522936544932,-39.43307785580728,-39.82618265033801,-33.088467137557885,-25.0049317391023,-23.19102610655372,0.0,0.0
-29.79169957780898,-33.54452719007868,-37.24738025334279,-39.06995111247978,-42.43401312725898,-49.102011904684595,-53.862216861496066,-58.96999153522122,-62.090766520217244,-62.00736473642233,-61.57753243548447,-60.09570003067717,-56.47699935693988,-48.864795850230195,-42.32616203384008,-41.777007196241364,-26.362318922966654,-22.280046336044293,-19.102240465611416,0.0
-22.738908902717185,-33.06934632928405,-37.70572264958014,-39.41760383020088,-43.245781560370695,-47.38380956510107,-53.31303613947247,-54.952790468032816,-62.03847446265074,-62.567028264711155,-61.950263541125864,-61.37275972687315,-58.42173541528359,-51.5301948644022,-44.096986342186106,-43.4706859125407,-27.3579974047822,-21.71977441760753,-19.722295416139808,0.0
0.0,-33.32599643933342,-37.407053371528114,-39.63470515566739,-42.52356171353831,-46.84594501480632,-52.35309236783118,-54.366633141720854,-56.377514918912695,-62.85880933380494,-60.910393900506,-61.049064522523416,-58.244283784369486,-51.56297244757354,-50.91701827923647,-44.00328907451766,-30.378746384093663,-20.653408061344866,-21.393090751733702,0.0
0.0,-33.12672130210296,-36.38861736204115,-39.094400458202315,-40.316778391833545,-45.047423266328806,-48.86298239978462,-53.41459407857458,-55.153491781116536,-57.70833894287649,-58.47733934521024,-58.216930021895024,-56.54392962512028,-50.98963747588132,-50.4634704149496,-43.904037997131624,-30.59446984715589,-19.086036916275706,-19.088241521205084,0.0
0.0,-21.868014907096253,-34.13717907662148,-37.623690585037515,-40.128641970030266,-40.72134563833761,-46.82674352962025,-47.94260241242606,-52.99145130478216,-53.815806827986535,-54.574039803952495,-53.51481670657154,-49.31296108147648,-50.38166420244366,-44.77288293137987,-43.49807926438204,-30.952081784077514,-18.315110397326084,-16.49172968806563,0.0
0.0,0.0,-32.014596170183076,-34.1815608695624,-38.11731373892846,-40.54366291823371,-41.60652746075583,-45.96268962326785,-47.37100585971912,-48.325586552169085,-48.16473580211099,-48.224623596443585,-48.397137994122595,-46.59055044307871,-44.92243942923698,-38.868675175713726,-17.262676796203827,-17.209504887837994,-15.964016990082541,0.0
0.0,0.0,-28.604132952840843,-24.573019299452994,-36.4813248837065,-38.198848676617814,-40.044729235925246,-42.029458044998584,-43.98187000616176,-44.133248540224415,-45.654618306518614,-45.42023449863334,-45.62844458473589,-44.85023082629886,-43.60237136631525,-30.073809194013485,-16.13886549514976,-17.225017615742473,-7.019909482224498,0.0
0.0,0.0,0.0,-26.22955835253554,-34.55647209392422,-36.12516253343521,-38.279071938522634,-40.63699291316445,-41.276815826921904,-42.52865436527605,-42.90474862730149,-43.897901334509235,-44.26028467241397,-43.09496435032105,-33.30300663671492,-14.580375802561417,-14.947903889172379,-13.433862284869818,0.0,0.0
0.0,0.0,0.0,0.0,-28.376935979735123,-31.68538304333728,-35.98247903956309,-38.370593802411825,-40.17099624079258,-41.5575035555646,-42.08375852790319,-41.670007392315206,-41.09752724738407,-38.12191463194507,-23.117370005399117,-14.369627952009907,-13.654844143814277,-9.031170609363132,0.0,0.0
0.0,0.0,0.0,0.0,0.0,-30.29760238231921,-31.97159692319898,-34.66366926695122,-36.60694639417581,-37.98003887847317,-38.80210109804216,-39.02520527313276,-33.96768990231829,-14.59341100401619,-10.268119175922577,-12.252086414419237,-8.456199198515645,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-31.50285279741637,-32.49291596215881,-34.96192039484002,-35.23723644223426,-36.484346988974536,-30.95413258406371,-12.460823187130366,-11.383082765937093,-10.042422345128854,-7.666307585491533,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30.240660901208184,-36.294249306140955,-35.77351968622022,-37.37220200362157,-15.620689726002206,-10.090737390406693,-7.255921732236714,-5.828126641761937,-5.217319024502195,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.582528916398577,-30.50662735161869,-21.060321662926377,-10.142589990585215,-5.011270633396325,-7.2535123624702305,-2.67578791651396,-3.3262842213627084,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
