,steps,loss_policy,loss_value
0,12,2.771611213684082,28.464967727661133
1,67,17.659690856933594,877.2813110351562
2,17,4.381131172180176,63.273406982421875
3,10,2.583460569381714,18.216140747070312
4,44,12.039804458618164,424.7292175292969
5,22,5.877429008483887,109.89405059814453
6,29,7.843115329742432,192.8380889892578
7,19,5.290419101715088,80.65284729003906
8,33,9.034825325012207,248.35464477539062
9,16,4.035841941833496,55.2913703918457
10,13,3.5837011337280273,34.480220794677734
11,34,9.517716407775879,263.03729248046875
12,19,5.2500319480896,80.70281982421875
13,13,3.2338368892669678,34.410675048828125
14,62,16.372934341430664,771.7289428710938
15,21,5.657548904418945,99.81414031982422
16,12,2.9150209426879883,28.494543075561523
17,20,5.272216320037842,89.8794937133789
18,15,4.066709518432617,47.983341217041016
19,24,6.551116943359375,131.76345825195312
20,17,4.393370628356934,63.2445068359375
21,20,5.334256172180176,90.04734802246094
22,26,7.07042932510376,155.03472900390625
23,110,25.680112838745117,1849.420654296875
24,52,13.922220230102539,571.7232666015625
25,30,8.124364852905273,206.1317901611328
26,107,25.288780212402344,1781.5579833984375
27,20,5.296846866607666,89.99571228027344
28,17,4.530348300933838,63.38846969604492
29,44,11.870548248291016,424.86279296875
30,64,16.580076217651367,812.760498046875
31,20,5.315888404846191,89.9366226196289
32,13,3.378671407699585,34.489402770996094
33,32,8.765935897827148,233.85324096679688
34,22,5.8343400955200195,110.005126953125
35,20,5.382064342498779,90.06889343261719
36,27,7.351424694061279,167.2292938232422
37,15,3.854822874069214,47.90080642700195
38,42,11.259439468383789,390.45220947265625
39,27,7.324985980987549,167.21578979492188
40,30,8.079899787902832,206.36439514160156
41,35,9.349400520324707,277.6642150878906
42,33,9.122967720031738,248.239990234375
43,22,5.832658290863037,110.0610122680664
44,20,5.377185821533203,89.96839904785156
45,52,13.70791244506836,572.2274169921875
46,36,9.742084503173828,293.1759033203125
47,17,4.615988731384277,63.21659469604492
48,11,2.860778331756592,23.140789031982422
49,15,3.9507908821105957,47.949851989746094
50,46,12.130949974060059,460.2627258300781
51,20,5.254993438720703,89.8989486694336
52,40,10.829864501953125,356.78411865234375
53,12,3.2014639377593994,28.542085647583008
54,42,11.340871810913086,390.4784240722656
55,34,9.198027610778809,262.8332824707031
56,18,4.833837509155273,71.6533203125
57,31,8.270659446716309,219.98963928222656
58,18,4.7408647537231445,71.6891860961914
59,30,8.006979942321777,206.04763793945312
60,22,5.861738204956055,109.92724609375
61,53,14.109016418457031,591.3502197265625
62,23,6.182556629180908,120.72328186035156
63,15,3.883251667022705,47.81099319458008
64,19,4.985894680023193,80.655517578125
65,20,5.2750349044799805,90.00946044921875
66,21,5.762950420379639,99.90218353271484
67,64,16.520599365234375,813.4085693359375
68,14,3.557887315750122,40.87346267700195
69,27,7.217053413391113,167.13406372070312
70,40,10.773651123046875,357.1066589355469
71,20,5.258236885070801,90.08008575439453
72,12,3.2369279861450195,28.549123764038086
73,17,4.360991477966309,63.263763427734375
74,28,7.412524223327637,179.92137145996094
75,72,18.04770851135254,985.410400390625
76,58,15.03588581085205,689.9070434570312
77,59,15.54065227508545,711.31494140625
78,13,3.5468852519989014,34.56641387939453
79,51,13.365922927856445,552.9806518554688
80,10,2.681551694869995,18.27968978881836
81,39,10.34272289276123,340.44866943359375
82,45,11.812627792358398,442.6606750488281
83,29,7.723049163818359,192.9325714111328
84,91,21.839637756347656,1412.6434326171875
85,104,23.99709129333496,1712.8046875
86,21,5.646312236785889,99.9045181274414
87,24,6.433361053466797,131.79685974121094
88,20,5.243203163146973,90.04732513427734
89,34,9.308324813842773,263.03302001953125
90,47,12.40101146697998,478.7243957519531
91,30,8.128775596618652,206.2834014892578
92,41,10.88660717010498,374.0250244140625
93,46,12.103375434875488,460.7329406738281
94,27,7.276190280914307,167.4044189453125
95,28,7.547112464904785,179.96640014648438
96,55,14.281136512756348,630.3618774414062
97,80,19.567630767822266,1162.856201171875
98,36,9.729198455810547,293.2584533691406
99,33,8.65491008758545,248.11778259277344
100,108,24.56702423095703,1803.6014404296875
101,18,4.990540504455566,71.91976928710938
102,16,4.244229793548584,55.321380615234375
103,22,5.818126201629639,110.10476684570312
104,96,22.6575927734375,1526.87744140625
105,14,3.9503865242004395,40.92551803588867
106,32,8.354138374328613,234.06980895996094
107,84,19.846481323242188,1252.279052734375
108,19,4.8340606689453125,80.6812515258789
109,23,6.231919765472412,120.75341796875
110,33,8.879956245422363,248.50364685058594
111,55,13.951310157775879,630.8870849609375
112,41,10.80893325805664,373.6700134277344
113,50,12.873388290405273,534.5003662109375
114,29,7.715395927429199,193.06753540039062
115,95,22.05348014831543,1504.2557373046875
116,59,15.547204971313477,710.1993408203125
117,74,18.17955780029297,1029.0008544921875
118,28,7.22930383682251,179.9732666015625
119,81,19.82098388671875,1185.442626953125
120,13,3.5864977836608887,34.50269317626953
121,28,7.737030029296875,180.04623413085938
122,29,7.617443084716797,192.99783325195312
123,34,9.107709884643555,262.8833923339844
124,32,8.719305038452148,234.0419921875
125,33,8.801121711730957,248.44229125976562
